date,city,aqi,temperature,festival,outbreak,patients_admitted
2025-03-19,Mumbai,43.0,27.0,,0,213
2025-03-20,Mumbai,159.0,29.1,,0,231
2025-03-21,Mumbai,20.0,27.4,,0,226
2025-03-22,Mumbai,140.0,25.9,,0,186
2025-03-23,Mumbai,100.0,32.2,,0,167
2025-03-24,Mumbai,149.0,31.4,,0,234
2025-03-25,Mumbai,92.0,27.8,,0,210
2025-03-26,Mumbai,217.0,25.5,,0,260
2025-03-27,Mumbai,149.0,25.6,,0,224
2025-03-28,Mumbai,73.0,28.1,,0,228
2025-03-29,Mumbai,116.0,30.9,,0,171
2025-03-30,Mumbai,167.0,24.7,Eid,0,217
2025-03-31,Mumbai,158.0,24.1,,0,222
2025-04-01,Mumbai,129.0,31.6,,0,235
2025-04-02,Mumbai,27.0,32.5,,0,212
2025-04-03,Mumbai,81.0,30.6,,0,224
2025-04-04,Mumbai,178.0,28.8,,0,242
2025-04-05,Mumbai,141.0,28.2,,0,168
2025-04-06,Mumbai,136.0,36.7,,0,179
2025-04-07,Mumbai,89.0,29.1,,0,213
2025-04-08,Mumbai,141.0,33.0,,0,227
2025-04-09,Mumbai,158.0,27.2,,0,235
2025-04-10,Mumbai,244.0,34.7,,0,254
2025-04-11,Mumbai,65.0,31.2,,0,215
2025-04-12,Mumbai,124.0,30.3,,0,177
2025-04-13,Mumbai,68.0,35.4,,0,185
2025-04-14,Mumbai,20.0,31.4,,0,219
2025-04-15,Mumbai,93.0,37.8,,0,215
2025-04-16,Mumbai,142.0,23.4,,0,210
2025-04-17,Mumbai,121.0,21.9,,0,218
2025-04-18,Mumbai,121.0,29.2,,0,213
2025-04-19,Mumbai,118.0,30.5,,0,174
2025-04-20,Mumbai,115.0,24.1,,0,166
2025-04-21,Mumbai,152.0,30.6,,0,218
2025-04-22,Mumbai,126.0,27.9,,0,221
2025-04-23,Mumbai,91.0,28.8,,0,219
2025-04-24,Mumbai,117.0,28.6,,0,204
2025-04-25,Mumbai,159.0,28.1,,0,228
2025-04-26,Mumbai,131.0,29.6,,0,187
2025-04-27,Mumbai,160.0,34.4,,0,171
2025-04-28,Mumbai,201.0,30.6,,0,247
2025-04-29,Mumbai,109.0,31.0,,0,210
2025-04-30,Mumbai,166.0,40.0,,0,249
2025-05-01,Mumbai,99.0,34.0,,0,235
2025-05-02,Mumbai,189.0,24.8,,0,242
2025-05-03,Mumbai,130.0,27.3,,0,174
2025-05-04,Mumbai,95.0,37.1,,0,177
2025-05-05,Mumbai,134.0,27.7,,0,225
2025-05-06,Mumbai,158.0,36.1,,0,240
2025-05-07,Mumbai,85.0,25.5,,0,210
2025-05-08,Mumbai,115.0,30.7,,0,213
2025-05-09,Mumbai,105.0,34.3,,0,207
2025-05-10,Mumbai,102.0,32.0,,1,158
2025-05-11,Mumbai,127.0,37.2,,1,205
2025-05-12,Mumbai,108.0,26.6,,1,239
2025-05-13,Mumbai,117.0,31.3,,1,224
2025-05-14,Mumbai,58.0,34.3,,1,231
2025-05-15,Mumbai,130.0,29.0,,1,226
2025-05-16,Mumbai,48.0,29.9,,1,217
2025-05-17,Mumbai,35.0,34.8,,1,166
2025-05-18,Mumbai,169.0,33.8,,1,200
2025-05-19,Mumbai,203.0,27.1,,1,262
2025-05-20,Mumbai,105.0,42.6,,1,233
2025-05-21,Mumbai,93.0,34.0,,0,207
2025-05-22,Mumbai,82.0,28.5,,0,202
2025-05-23,Mumbai,137.0,39.6,,1,249
2025-05-24,Mumbai,205.0,29.7,,1,208
2025-05-25,Mumbai,20.0,31.4,,1,176
2025-05-26,Mumbai,128.0,32.4,,1,232
2025-05-27,Mumbai,20.0,33.6,,1,226
2025-05-28,Mumbai,187.0,34.1,,1,247
2025-05-29,Mumbai,175.0,23.2,,1,240
2025-05-30,Mumbai,82.0,32.5,,1,204
2025-05-31,Mumbai,186.0,31.7,,1,203
2025-06-01,Mumbai,101.0,37.8,,1,167
2025-06-02,Mumbai,96.0,37.3,,1,228
2025-06-03,Mumbai,42.0,30.4,,1,218
2025-06-04,Mumbai,54.0,32.2,,1,233
2025-06-05,Mumbai,60.0,30.9,,1,224
2025-06-06,Mumbai,81.0,27.5,,1,220
2025-06-07,Mumbai,85.0,36.8,,1,173
2025-06-08,Mumbai,139.0,32.5,,1,176
2025-06-09,Mumbai,25.0,40.6,,1,227
2025-06-10,Mumbai,137.0,26.1,,1,251
2025-06-11,Mumbai,135.0,31.9,,1,227
2025-06-12,Mumbai,127.0,35.7,,1,235
2025-06-13,Mumbai,91.0,35.2,,1,211
2025-06-14,Mumbai,71.0,26.4,,1,177
2025-06-15,Mumbai,56.0,26.7,,1,165
2025-06-16,Mumbai,97.0,32.2,,1,208
2025-06-17,Mumbai,20.0,33.3,,1,212
2025-06-18,Mumbai,77.0,32.4,,1,220
2025-06-19,Mumbai,132.0,33.6,,1,224
2025-06-20,Mumbai,91.0,31.6,,1,203
2025-06-21,Mumbai,145.0,36.6,,0,192
2025-06-22,Mumbai,204.0,28.3,,0,184
2025-06-23,Mumbai,90.0,37.7,,0,210
2025-06-24,Mumbai,20.0,33.6,,0,216
2025-06-25,Mumbai,20.0,38.4,,0,205
2025-06-26,Mumbai,33.0,29.6,,0,184
2025-06-27,Mumbai,163.0,32.7,,0,227
2025-06-28,Mumbai,63.0,29.9,,0,148
2025-06-29,Mumbai,98.0,41.7,,0,164
2025-06-30,Mumbai,114.0,37.2,,0,211
2025-07-01,Mumbai,48.0,38.6,,0,188
2025-07-02,Mumbai,45.0,31.4,,0,202
2025-07-03,Mumbai,128.0,31.7,,0,191
2025-07-04,Mumbai,60.0,40.7,,0,209
2025-07-05,Mumbai,83.0,30.7,,0,151
2025-07-06,Mumbai,20.0,28.8,,0,147
2025-07-07,Mumbai,87.0,34.3,,0,199
2025-07-08,Mumbai,92.0,35.9,,0,194
2025-07-09,Mumbai,51.0,33.6,,0,197
2025-07-10,Mumbai,57.0,29.4,,0,201
2025-07-11,Mumbai,20.0,31.9,,0,191
2025-07-12,Mumbai,34.0,35.9,,0,175
2025-07-13,Mumbai,41.0,29.5,,0,164
2025-07-14,Mumbai,54.0,30.2,,0,185
2025-07-15,Mumbai,58.0,35.5,,0,192
2025-07-16,Mumbai,45.0,38.7,,0,202
2025-07-17,Mumbai,70.0,36.5,,0,198
2025-07-18,Mumbai,82.0,25.6,,0,186
2025-07-19,Mumbai,52.0,36.5,,0,153
2025-07-20,Mumbai,20.0,36.1,,0,165
2025-07-21,Mumbai,124.0,27.7,,0,203
2025-07-22,Mumbai,168.0,31.5,,0,199
2025-07-23,Mumbai,137.0,33.0,,0,206
2025-07-24,Mumbai,204.0,24.3,,0,222
2025-07-25,Mumbai,20.0,32.3,,0,183
2025-07-26,Mumbai,85.0,29.7,,0,150
2025-07-27,Mumbai,120.0,34.8,,0,162
2025-07-28,Mumbai,112.0,39.4,,0,211
2025-07-29,Mumbai,64.0,32.1,,0,190
2025-07-30,Mumbai,50.0,33.5,,0,176
2025-07-31,Mumbai,140.0,34.4,,0,203
2025-08-01,Mumbai,143.0,27.9,,0,202
2025-08-02,Mumbai,98.0,32.4,,0,143
2025-08-03,Mumbai,59.0,34.0,,0,145
2025-08-04,Mumbai,116.0,34.9,,0,187
2025-08-05,Mumbai,137.0,25.9,,0,210
2025-08-06,Mumbai,45.0,27.6,,0,195
2025-08-07,Mumbai,116.0,36.7,,0,211
2025-08-08,Mumbai,84.0,34.7,,1,204
2025-08-09,Mumbai,57.0,32.4,,1,162
2025-08-10,Mumbai,164.0,30.5,,1,185
2025-08-11,Mumbai,82.0,33.7,,1,200
2025-08-12,Mumbai,119.0,34.0,,1,199
2025-08-13,Mumbai,145.0,30.3,,1,212
2025-08-14,Mumbai,54.0,32.1,,1,202
2025-08-15,Mumbai,109.0,32.4,Independence Day,1,234
2025-08-16,Mumbai,36.0,31.7,,1,158
2025-08-17,Mumbai,117.0,38.5,,1,167
2025-08-18,Mumbai,30.0,27.4,,1,199
2025-08-19,Mumbai,93.0,31.0,,1,215
2025-08-20,Mumbai,171.0,35.7,,1,249
2025-08-21,Mumbai,131.0,34.9,,1,216
2025-08-22,Mumbai,122.0,31.9,,1,204
2025-08-23,Mumbai,28.0,29.8,,1,163
2025-08-24,Mumbai,94.0,25.9,,1,157
2025-08-25,Mumbai,79.0,29.9,,1,204
2025-08-26,Mumbai,125.0,28.1,,1,215
2025-08-27,Mumbai,147.0,31.3,,1,219
2025-08-28,Mumbai,139.0,25.5,,1,219
2025-08-29,Mumbai,50.0,27.0,,1,201
2025-08-30,Mumbai,20.0,30.4,,1,165
2025-08-31,Mumbai,20.0,34.0,,1,151
2025-09-01,Mumbai,100.0,27.4,,0,188
2025-09-02,Mumbai,141.0,32.1,,0,196
2025-09-03,Mumbai,88.0,28.1,,3,248
2025-09-04,Mumbai,49.0,27.2,,3,238
2025-09-05,Mumbai,133.0,29.2,,3,249
2025-09-06,Mumbai,71.0,29.2,,3,214
2025-09-07,Mumbai,28.0,31.8,,3,205
2025-09-08,Mumbai,46.0,34.9,,3,247
2025-09-09,Mumbai,65.0,21.5,,3,244
2025-09-10,Mumbai,88.0,24.7,,3,234
2025-09-11,Mumbai,133.0,20.9,,3,255
2025-09-12,Mumbai,81.0,30.6,,3,240
2025-09-13,Mumbai,105.0,25.6,,3,202
2025-09-14,Mumbai,114.0,29.1,,3,208
2025-09-15,Mumbai,44.0,26.0,,3,238
2025-09-16,Mumbai,76.0,33.7,,3,239
2025-09-17,Mumbai,33.0,30.4,,3,253
2025-09-18,Mumbai,27.0,36.0,,0,192
2025-09-19,Mumbai,142.0,33.9,,0,194
2025-09-20,Mumbai,62.0,28.6,,0,148
2025-09-21,Mumbai,145.0,32.7,,0,160
2025-09-22,Mumbai,58.0,28.7,,0,179
2025-09-23,Mumbai,166.0,22.2,,0,187
2025-09-24,Mumbai,60.0,29.1,,0,186
2025-09-25,Mumbai,84.0,26.6,,0,193
2025-09-26,Mumbai,132.0,30.9,,1,198
2025-09-27,Mumbai,45.0,27.0,,1,162
2025-09-28,Mumbai,98.0,34.2,,1,149
2025-09-29,Mumbai,79.0,26.7,,1,201
2025-09-30,Mumbai,154.0,27.4,,1,212
2025-10-01,Mumbai,46.0,27.5,,1,191
2025-10-02,Mumbai,151.0,25.3,Gandhi Jayanti,1,233
2025-10-03,Mumbai,144.0,16.3,,1,214
2025-10-04,Mumbai,134.0,31.8,,1,172
2025-10-05,Mumbai,86.0,29.8,,1,154
2025-10-06,Mumbai,23.0,27.2,,1,192
2025-10-07,Mumbai,120.0,33.1,,1,204
2025-10-08,Mumbai,69.0,30.3,,1,200
2025-10-09,Mumbai,63.0,19.9,,1,189
2025-10-10,Mumbai,162.0,25.1,,1,216
2024-01-01,Bangalore,76.0,19.7,New Year,0,194
2024-01-02,Bangalore,85.0,19.0,,0,125
2024-01-03,Bangalore,143.0,17.6,,0,154
2024-01-04,Bangalore,25.0,19.1,,0,127
2024-01-05,Bangalore,84.0,15.9,,0,127
2024-01-06,Bangalore,126.0,22.7,,0,122
2024-01-07,Bangalore,132.0,15.8,,0,110
2024-01-08,Bangalore,135.0,18.1,,0,148
2024-01-09,Bangalore,87.0,16.8,,0,140
2024-01-10,Bangalore,189.0,19.4,,0,156
2024-01-11,Bangalore,160.0,17.3,,0,151
2024-01-12,Bangalore,167.0,13.4,,0,153
2024-01-13,Bangalore,128.0,15.5,,0,110
2024-01-14,Bangalore,93.0,21.5,,0,93
2024-01-15,Bangalore,59.0,15.6,,0,139
2024-01-16,Bangalore,129.0,17.6,,1,151
2024-01-17,Bangalore,136.0,17.6,,1,165
2024-01-18,Bangalore,146.0,16.4,,1,165
2024-01-19,Bangalore,98.0,16.9,,1,142
2024-01-20,Bangalore,173.0,16.9,,1,150
2024-01-21,Bangalore,142.0,15.1,,1,135
2024-01-22,Bangalore,162.0,17.6,,1,170
2024-01-23,Bangalore,108.0,17.9,,1,156
2024-01-24,Bangalore,107.0,14.7,,1,164
2024-01-25,Bangalore,154.0,16.3,,0,155
2024-01-26,Bangalore,71.0,12.1,,0,145
2024-01-27,Bangalore,103.0,13.4,,0,109
2024-01-28,Bangalore,259.0,20.7,,1,160
2024-01-29,Bangalore,49.0,24.5,,1,146
2024-01-30,Bangalore,130.0,18.3,,1,177
2024-01-31,Bangalore,126.0,23.0,,1,164
2024-02-01,Bangalore,92.0,18.7,,1,152
2024-02-02,Bangalore,87.0,19.5,,1,153
2024-02-03,Bangalore,152.0,19.0,,1,132
2024-02-04,Bangalore,161.0,16.6,,1,115
2024-02-05,Bangalore,135.0,16.9,,1,167
2024-02-06,Bangalore,210.0,24.7,,1,185
2024-02-07,Bangalore,97.0,20.4,,1,151
2024-02-08,Bangalore,146.0,16.8,,0,155
2024-02-09,Bangalore,98.0,22.4,,0,134
2024-02-10,Bangalore,79.0,20.9,,0,110
2024-02-11,Bangalore,171.0,18.4,,0,121
2024-02-12,Bangalore,171.0,21.4,,0,172
2024-02-13,Bangalore,131.0,19.2,,0,155
2024-02-14,Bangalore,37.0,21.5,,0,113
2024-02-15,Bangalore,97.0,22.9,,0,140
2024-02-16,Bangalore,62.0,16.4,,0,128
2024-02-17,Bangalore,147.0,19.2,,0,134
2024-02-18,Bangalore,119.0,18.3,,0,107
2024-02-19,Bangalore,109.0,13.9,,0,140
2024-02-20,Bangalore,149.0,13.8,,0,149
2024-02-21,Bangalore,48.0,19.4,,0,144
2024-02-22,Bangalore,119.0,15.0,,0,152
2024-02-23,Bangalore,93.0,19.7,,0,138
2024-02-24,Bangalore,160.0,14.2,,0,124
2024-02-25,Bangalore,147.0,19.0,,0,130
2024-02-26,Bangalore,155.0,19.2,,0,157
2024-02-27,Bangalore,77.0,22.2,,0,140
2024-02-28,Bangalore,167.0,17.1,,0,158
2024-02-29,Bangalore,136.0,20.5,,0,164
2024-03-01,Bangalore,61.0,18.1,,0,144
2024-03-02,Bangalore,144.0,19.9,,0,116
2024-03-03,Bangalore,127.0,22.2,,0,111
2024-03-04,Bangalore,69.0,21.5,,0,145
2024-03-05,Bangalore,20.0,28.4,,0,143
2024-03-06,Bangalore,105.0,18.9,,0,144
2024-03-07,Bangalore,115.0,23.7,,0,144
2024-03-08,Bangalore,91.0,17.8,Holi,0,190
2024-03-09,Bangalore,20.0,20.1,,0,111
2024-03-10,Bangalore,59.0,30.4,,0,121
2024-03-11,Bangalore,62.0,19.7,,0,132
2024-03-12,Bangalore,97.0,19.3,,0,150
2024-03-13,Bangalore,98.0,19.0,,0,136
2024-03-14,Bangalore,99.0,23.4,,0,139
2024-03-15,Bangalore,88.0,20.3,,0,144
2024-03-16,Bangalore,105.0,19.2,,0,102
2024-03-17,Bangalore,80.0,19.8,,0,97
2024-03-18,Bangalore,35.0,23.8,,0,148
2024-03-19,Bangalore,25.0,17.6,,0,148
2024-03-20,Bangalore,117.0,20.5,,0,139
2024-03-21,Bangalore,44.0,23.0,,0,139
2024-03-22,Bangalore,133.0,24.7,,0,154
2024-03-23,Bangalore,63.0,18.9,,0,121
2024-03-24,Bangalore,132.0,27.3,,0,122
2024-03-25,Bangalore,34.0,23.5,,0,139
2024-03-26,Bangalore,90.0,18.6,,0,142
2024-03-27,Bangalore,78.0,21.9,,0,155
2024-03-28,Bangalore,125.0,21.3,,0,155
2024-03-29,Bangalore,73.0,23.3,Good Friday,0,181
2024-03-30,Bangalore,80.0,22.0,,0,106
2024-03-31,Bangalore,103.0,22.3,,0,129
2024-04-01,Bangalore,128.0,19.2,,0,158
2024-04-02,Bangalore,65.0,24.4,,0,155
2024-04-03,Bangalore,95.0,20.4,,0,148
2024-04-04,Bangalore,72.0,26.5,,0,134
2024-04-05,Bangalore,74.0,24.9,,0,142
2024-04-06,Bangalore,54.0,22.7,,0,119
2024-04-07,Bangalore,52.0,21.3,,0,88
2024-04-08,Bangalore,40.0,17.3,,0,146
2024-04-09,Bangalore,20.0,22.2,,0,152
2024-04-10,Bangalore,32.0,26.4,,0,144
2024-04-11,Bangalore,91.0,29.4,Eid,0,166
2024-04-12,Bangalore,201.0,25.8,,0,172
2024-04-13,Bangalore,103.0,22.0,,0,111
2024-04-14,Bangalore,93.0,29.4,,0,117
2024-04-15,Bangalore,46.0,22.9,,0,139
2024-04-16,Bangalore,41.0,21.7,,0,151
2024-04-17,Bangalore,100.0,22.1,,0,141
2024-04-18,Bangalore,82.0,25.2,,0,143
2024-04-19,Bangalore,70.0,24.7,,0,138
2024-04-20,Bangalore,82.0,26.0,,0,111
2024-04-21,Bangalore,96.0,24.4,,0,104
2024-04-22,Bangalore,20.0,19.7,,0,134
2024-04-23,Bangalore,62.0,28.6,,0,142
2024-04-24,Bangalore,100.0,24.3,,0,148
2024-04-25,Bangalore,102.0,27.0,,1,177
2024-04-26,Bangalore,83.0,30.2,,1,155
2024-04-27,Bangalore,128.0,29.0,,1,140
2024-04-28,Bangalore,41.0,26.2,,1,140
2024-04-29,Bangalore,20.0,24.6,,1,166
2024-04-30,Bangalore,75.0,27.7,,1,168
2024-05-01,Bangalore,89.0,26.8,,1,157
2024-05-02,Bangalore,92.0,31.7,,1,156
2024-05-03,Bangalore,66.0,28.6,,1,150
2024-05-04,Bangalore,55.0,23.7,,1,122
2024-05-05,Bangalore,72.0,27.7,,1,121
2024-05-06,Bangalore,110.0,28.2,,1,154
2024-05-07,Bangalore,114.0,28.5,,1,146
2024-05-08,Bangalore,92.0,24.2,,0,151
2024-05-09,Bangalore,59.0,21.8,,0,256
2024-05-10,Bangalore,78.0,20.8,,0,153
2024-05-11,Bangalore,124.0,27.3,,0,115
2024-05-12,Bangalore,121.0,29.0,,0,106
2024-05-13,Bangalore,103.0,22.7,,0,157
2024-05-14,Bangalore,58.0,26.4,,0,140
2024-05-15,Bangalore,59.0,24.2,,0,141
2024-05-16,Bangalore,110.0,22.9,,0,148
2024-05-17,Bangalore,94.0,26.1,,0,145
2024-05-18,Bangalore,64.0,29.2,,0,106
2024-05-19,Bangalore,21.0,27.0,,0,119
2024-05-20,Bangalore,106.0,30.4,,0,148
2024-05-21,Bangalore,117.0,22.1,,0,155
2024-05-22,Bangalore,78.0,21.2,,0,135
2024-05-23,Bangalore,49.0,27.0,,0,136
2024-05-24,Bangalore,37.0,20.2,,0,130
2024-05-25,Bangalore,69.0,28.2,,0,107
2024-05-26,Bangalore,84.0,25.8,,0,93
2024-05-27,Bangalore,98.0,28.5,,0,136
2024-05-28,Bangalore,134.0,28.8,,0,162
2024-05-29,Bangalore,91.0,25.2,,0,156
2024-05-30,Bangalore,105.0,27.5,,0,137
2024-05-31,Bangalore,88.0,29.6,,0,135
2024-06-01,Bangalore,36.0,24.5,,0,100
2024-06-02,Bangalore,50.0,29.3,,0,118
2024-06-03,Bangalore,20.0,28.9,,0,128
2024-06-04,Bangalore,80.0,29.4,,0,144
2024-06-05,Bangalore,20.0,26.4,,0,142
2024-06-06,Bangalore,36.0,31.9,,0,148
2024-06-07,Bangalore,20.0,28.6,,0,139
2024-06-08,Bangalore,20.0,30.6,,0,99
2024-06-09,Bangalore,20.0,26.4,,0,104
2024-06-10,Bangalore,27.0,27.0,,0,142
2024-06-11,Bangalore,20.0,27.2,,0,128
2024-06-12,Bangalore,90.0,24.7,,0,125
2024-06-13,Bangalore,86.0,31.5,,0,142
2024-06-14,Bangalore,42.0,26.6,,0,142
2024-06-15,Bangalore,20.0,33.2,,0,99
2024-06-16,Bangalore,73.0,27.6,,0,98
2024-06-17,Bangalore,64.0,33.0,,0,122
2024-06-18,Bangalore,123.0,25.1,,0,133
2024-06-19,Bangalore,97.0,28.9,,0,133
2024-06-20,Bangalore,27.0,25.8,,0,147
2024-06-21,Bangalore,80.0,27.3,,0,133
2024-06-22,Bangalore,20.0,22.7,,0,108
2024-06-23,Bangalore,20.0,29.1,,0,99
2024-06-24,Bangalore,61.0,21.8,,0,133
2024-06-25,Bangalore,20.0,26.1,,0,121
2024-06-26,Bangalore,20.0,28.9,,0,153
2024-06-27,Bangalore,55.0,26.3,,0,142
2024-06-28,Bangalore,29.0,30.7,,0,129
2024-06-29,Bangalore,102.0,25.5,,0,110
2024-06-30,Bangalore,64.0,32.7,,0,112
2024-07-01,Bangalore,73.0,25.8,,0,132
2024-07-02,Bangalore,35.0,19.7,,0,137
2024-07-03,Bangalore,20.0,28.8,,0,129
2024-07-04,Bangalore,102.0,23.9,,0,124
2024-07-05,Bangalore,20.0,30.9,,0,119
2024-07-06,Bangalore,20.0,25.4,,0,90
2024-07-07,Bangalore,24.0,29.3,,0,96
2024-07-08,Bangalore,20.0,18.1,,0,130
2024-07-09,Bangalore,69.0,24.3,,0,150
2024-07-10,Bangalore,20.0,30.9,,1,148
2024-07-11,Bangalore,43.0,30.8,,1,137
2024-07-12,Bangalore,32.0,28.6,,1,146
2024-07-13,Bangalore,57.0,23.7,,1,115
2024-07-14,Bangalore,95.0,21.7,,1,109
2024-07-15,Bangalore,20.0,28.1,,1,154
2024-07-16,Bangalore,43.0,23.5,,1,136
2024-07-17,Bangalore,38.0,25.5,,1,151
2024-07-18,Bangalore,23.0,27.7,,0,126
2024-07-19,Bangalore,20.0,25.4,,0,120
2024-07-20,Bangalore,67.0,21.2,,0,95
2024-07-21,Bangalore,60.0,26.2,,0,97
2024-07-22,Bangalore,20.0,20.2,,0,128
2024-07-23,Bangalore,66.0,27.2,,0,124
2024-07-24,Bangalore,86.0,21.2,,0,120
2024-07-25,Bangalore,25.0,25.2,,0,126
2024-07-26,Bangalore,20.0,30.1,,0,125
2024-07-27,Bangalore,20.0,23.5,,0,90
2024-07-28,Bangalore,47.0,27.2,,0,104
2024-07-29,Bangalore,68.0,25.9,,0,132
2024-07-30,Bangalore,28.0,24.1,,0,122
2024-07-31,Bangalore,77.0,25.3,,0,133
2024-08-01,Bangalore,51.0,29.8,,0,114
2024-08-02,Bangalore,36.0,21.8,,0,121
2024-08-03,Bangalore,56.0,25.9,,1,114
2024-08-04,Bangalore,20.0,29.8,,1,116
2024-08-05,Bangalore,37.0,23.8,,1,146
2024-08-06,Bangalore,76.0,22.7,,1,131
2024-08-07,Bangalore,20.0,23.9,,1,135
2024-08-08,Bangalore,115.0,23.8,,1,135
2024-08-09,Bangalore,20.0,24.7,,1,126
2024-08-10,Bangalore,48.0,21.1,,1,121
2024-08-11,Bangalore,55.0,31.4,,1,110
2024-08-12,Bangalore,20.0,29.4,,1,144
2024-08-13,Bangalore,76.0,21.9,,1,139
2024-08-14,Bangalore,57.0,24.2,,1,126
2024-08-15,Bangalore,161.0,27.3,Independence Day,1,188
2024-08-16,Bangalore,81.0,27.0,,1,128
2024-08-17,Bangalore,20.0,23.2,,1,121
2024-08-18,Bangalore,20.0,29.2,,1,117
2024-08-19,Bangalore,96.0,21.7,,1,139
2024-08-20,Bangalore,62.0,25.2,,0,126
2024-08-21,Bangalore,39.0,24.8,,0,132
2024-08-22,Bangalore,20.0,21.9,,0,126
2024-08-23,Bangalore,86.0,20.5,,0,124
2024-08-24,Bangalore,25.0,23.9,,0,106
2024-08-25,Bangalore,25.0,26.4,,0,82
2024-08-26,Bangalore,76.0,22.9,Janmashtami,0,143
2024-08-27,Bangalore,42.0,23.7,,0,116
2024-08-28,Bangalore,20.0,29.2,,0,124
2024-08-29,Bangalore,20.0,29.0,,0,117
2024-08-30,Bangalore,39.0,27.0,,0,124
2024-08-31,Bangalore,20.0,26.5,,0,98
2024-09-01,Bangalore,34.0,20.2,,0,98
2024-09-02,Bangalore,,28.8,,0,123
2024-09-03,Bangalore,37.0,17.3,,0,130
2024-09-04,Bangalore,35.0,21.6,,0,131
2024-09-05,Bangalore,20.0,16.4,,0,118
2024-09-06,Bangalore,77.0,19.8,,0,135
2024-09-07,Bangalore,20.0,27.7,,0,85
2024-09-08,Bangalore,82.0,27.6,,1,115
2024-09-09,Bangalore,41.0,20.9,,1,139
2024-09-10,Bangalore,115.0,24.1,,1,151
2024-09-11,Bangalore,27.0,22.6,,1,136
2024-09-12,Bangalore,55.0,23.9,,1,129
2024-09-13,Bangalore,76.0,17.6,,1,126
2024-09-14,Bangalore,135.0,20.9,,1,125
2024-09-15,Bangalore,118.0,15.4,,1,123
2024-09-16,Bangalore,76.0,27.1,,1,127
2024-09-17,Bangalore,108.0,19.9,,1,147
2024-09-18,Bangalore,49.0,24.4,,1,137
2024-09-19,Bangalore,20.0,12.6,,1,138
2024-09-20,Bangalore,39.0,23.1,,1,134
2024-09-21,Bangalore,131.0,22.5,,1,114
2024-09-22,Bangalore,63.0,20.4,,1,109
2024-09-23,Bangalore,20.0,21.6,,1,132
2024-09-24,Bangalore,20.0,27.5,,1,127
2024-09-25,Bangalore,50.0,19.0,,1,138
2024-09-26,Bangalore,20.0,23.9,,1,152
2024-09-27,Bangalore,20.0,24.9,,0,118
2024-09-28,Bangalore,110.0,27.8,,2,130
2024-09-29,Bangalore,28.0,20.4,,2,122
2024-09-30,Bangalore,65.0,24.4,,2,142
2024-10-01,Bangalore,96.0,20.1,,2,157
2024-10-02,Bangalore,98.0,20.3,Gandhi Jayanti,2,171
2024-10-03,Bangalore,99.0,19.8,,2,169
2024-10-04,Bangalore,55.0,20.2,,2,162
2024-10-05,Bangalore,83.0,16.5,,2,130
2024-10-06,Bangalore,63.0,23.1,,2,130
2024-10-07,Bangalore,84.0,17.3,,2,154
2024-10-08,Bangalore,119.0,18.0,,2,161
2024-10-09,Bangalore,43.0,16.7,,2,155
2024-10-10,Bangalore,87.0,26.2,,2,153
2024-10-11,Bangalore,78.0,16.4,,2,161
2024-10-12,Bangalore,96.0,24.5,Dussehra,2,155
2024-10-13,Bangalore,50.0,22.6,,2,130
2024-10-14,Bangalore,92.0,17.5,,2,162
2024-10-15,Bangalore,163.0,16.8,,2,173
2024-10-16,Bangalore,89.0,22.1,,2,152
2024-10-17,Bangalore,20.0,23.7,,2,163
2024-10-18,Bangalore,20.0,17.8,,2,169
2024-10-19,Bangalore,138.0,22.3,,2,139
2024-10-20,Bangalore,83.0,19.0,,2,138
2024-10-21,Bangalore,45.0,16.9,,2,165
2024-10-22,Bangalore,78.0,23.4,,2,151
2024-10-23,Bangalore,78.0,16.4,,2,157
2024-10-24,Bangalore,21.0,17.7,,2,145
2024-10-25,Bangalore,108.0,21.2,,2,145
2024-10-26,Bangalore,133.0,26.5,,0,105
2024-10-27,Bangalore,54.0,27.4,,0,98
2024-10-28,Bangalore,61.0,15.6,,0,123
2024-10-29,Bangalore,42.0,17.8,,0,118
2024-10-30,Bangalore,50.0,13.6,,0,111
2024-10-31,Bangalore,29.0,18.2,,0,113
2024-11-01,Bangalore,131.0,22.1,Diwali,0,217
2024-11-02,Bangalore,108.0,17.4,,0,96
2024-11-03,Bangalore,155.0,18.4,,0,110
2024-11-04,Bangalore,49.0,20.1,,0,131
2024-11-05,Bangalore,142.0,16.0,,0,151
2024-11-06,Bangalore,58.0,19.1,,0,130
2024-11-07,Bangalore,146.0,19.4,,0,134
2024-11-08,Bangalore,121.0,19.3,,0,134
2024-11-09,Bangalore,54.0,16.8,,0,109
2024-11-10,Bangalore,153.0,15.0,,2,130
2024-11-11,Bangalore,54.0,15.6,,2,174
2024-11-12,Bangalore,114.0,18.4,,2,173
2024-11-13,Bangalore,134.0,18.2,,2,174
2024-11-14,Bangalore,142.0,17.6,,2,166
2024-11-15,Bangalore,133.0,21.1,Guru Nanak Jayanti,2,216
2024-11-16,Bangalore,78.0,21.7,,2,120
2024-11-17,Bangalore,166.0,22.2,,2,142
2024-11-18,Bangalore,125.0,17.0,,2,166
2024-11-19,Bangalore,203.0,14.4,,2,188
2024-11-20,Bangalore,190.0,16.6,,2,180
2024-11-21,Bangalore,141.0,20.0,,2,169
2024-11-22,Bangalore,152.0,13.4,,2,165
2024-11-23,Bangalore,112.0,19.3,,2,142
